index,song,artist,id
1356,Really Into You,Around The Way,7LOPEEKWrhLgvfCAtX8DYi
1360,People Everyday,Arrested Development,6JvodgYcsthsORxPsEYUoe
1373,Anna (Go To Him),Arthur Alexander,1p2Th3PESzyLj6KpAeIT5r
1375,Where Have You Been (All My Life),Arthur Alexander,66KbTROEwuLMjHEFbEOW3e
1376,You Better Move On,Arthur Alexander,2yPNUR1tHOqrJ711XjRxBH
1382,"Shake, Rattle & Roll",Arthur Conley,3GIG7lx3I2xWUFzGhBWPc3
1389,"It's Too Late, Baby Too Late",Arthur Prysock,1DHnBU07Qt0MmVXl1tx49h
1413,Street Corner,Ashford & Simpson,70VIZdsankOPKXRqFWmFBB
1433,Go,Asia,7vVnb8HK2J3eiPOYsd7cG3
1439,Angel (What In The World's Come Over Us),Atlanta Rhythm Section,55supa5rItJWpdXQR18U76
1442,Dog Days,Atlanta Rhythm Section,2tKtzj52gnrHFjpsnVUtOB
1443,Doraville,Atlanta Rhythm Section,7bzo4nqa4nDzwpnkDcigbt
1448,Jukin,Atlanta Rhythm Section,0hGaVRmUsau8bVH6aGr4tJ
1462,Sweet Summer Music,Attitudes,0xy2xsmHwOFteY68MUbqIr
1473,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,4THGgz0ahtFUVRVpMeJv3d
1547,Boogie Woogie,B. Bumble & The Stingers,6NuWpDL5pCbDaEWHQ8rtIy
1549,Nut Rocker,B. Bumble & The Stingers,19ao3UVdmkKM7axeHilc4c
1561,I Got Some Help I Don't Need,B.B. King,3jn7Pu2oE7Q61IjYBF7L06
1562,I Like To Live The Love,B.B. King,3tshHHkRIslLCXS1CYMkkO
1585,This Beat Is Hot,B.G. The Prince Of Rap,2pWx1vjmAa3G40ur0vPPDR
1587,Bring Back The Time,B.J. Thomas,7JuR8ncjgStC7HtmJ1BtUX
1595,I Just Can't Help Believing,B.J. Thomas,4irCAgcUsSKAfWh0ATA0Yg
1598,Mama,B.J. Thomas,43GwM2dqAFTegMvd7GQprH
1600,Most Of All,B.J. Thomas,49vfBpxD5VZltFh0F0DMrl
1601,No Love At All,B.J. Thomas,4irMsDeF7VANW20oUsyBUM
1604,Rock And Roll Lullaby,B.J. Thomas,3aVNV6pawEERvfdurW66ZT
1607,The Eyes Of A New York Woman,B.J. Thomas,3RpQtTk76Yn4q0Ug0TDLRi
1608,Tomorrow Never Comes,B.J. Thomas,42F6HImCsBbaFUGSHzLtoF
1640,"Bump, Bump, Bump",B2K & P. Diddy,74jMwg2zsFMICzW3Wems6h
1661,Throat Baby (Go Baby),BRS Kash,31iqpzg1ZXLLgq0L5iIwLe
1690,Rinky Dink,Baby Cortez,55s5CPpvt77AgLvdpfn93E
1703,Only Those In Love,Baby Washington,475yfAikvSAt5sQrDFkNGH
1805,Love Is Gonna Come At Last,Badfinger,699RFhWGga3oOq5lau7bTJ
1831,Do They Know It's Christmas?,Band-Aid,0247StOpd3AkeBQzANX4Zf
1837,Freakshow On The Dance Floor,Bar-Kays,0IDgCV38Y7wJbDreYFj8EZ
1847,Kid Stuff,Barbara Fairchild,4MsC36DEHTmkS9ZQuIgpjU
1848,Teddy Bear Song,Barbara Fairchild,2xFv4RK15LuufZJVMRu0MY
1849,I Know (You Don't Love Me No More),Barbara George,4IZBzpxPNFmKP7I6D3qVH6
1850,Send For Me (If you need some Lovin),Barbara George,7xs6gLM1L7UBmBefBawVXC
1872,(If Loving You Is Wrong) I Don't Want To Be Right,Barbara Mandrell,4xjApOMDk6hy4iQph5q9vC
1874,Woman To Woman,Barbara Mandrell,4skT294uKyPTfqpHcccjDF
1884,Shackin' Up,Barbara Mason,0Gq9SlG3TVYnr2X1lZBGNZ
1975,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,3rNTztxol0gEAjZNTnoK7r
1976,Child Of Our Times,Barry McGuire,2OzNYmuerhhV0FVX97UJrb
1982,Come On,Barry White,7zycPgVeXRevKDrsYKB4jc
1983,"Honey Please, Can't Ya See",Barry White,3tky3v47OmGrk5NGazSuOC
1989,"Never, Never Gonna Give Ya Up",Barry White,4At54ImSBL41yWMaudry08
1995,One Has My Name (The Other Has My Heart),Barry Young,3Vd7lnnD4xihfGIgqNDo9B
2020,(You Gotta) Fight For Your Right (To Party!),Beastie Boys,3yrFR09QupnoRk1NjhzGVW
2036,Devil's Haircut,Beck,0z8oPUM05RZBJ1A1dXPsSs
2039,Jack-Ass,Beck,5RTgWVqWwBXaINgsLy1M7G
2041,The New Pollution,Beck,2fwKJNRWxlRTncgO9ufC1h
2042,Where It's At,Beck,3Pdjem5pj41gilOgXqkNtL
2102,I Feel The Magic,Belinda Carlisle,1RTjFfuW17cx3mOGZUqQjZ
2105,Mad About You,Belinda Carlisle,05XkaRvGIt5LtllUuhMAKA
2110,Gangsta,Bell Biv DeVoe,7uUDqA3A7zyOh9IGQjKd5b
2115,TTYLXOX,Bella Thorne,6hIhb4S4aGPJfPQ3gM8AXu
2121,Miss Broadway,Belle Epoque,5v7u5IysR7l8Wpz63Oyd0k
2127,Almost Persuaded No. 2,Ben Colder,7oFkEsKdJhj33vU38F01Ki
2139,How Can I Forget,Ben E. King,3RPhq9j57iZHnMhteKj4el
2142,It's All Over,Ben E. King,0ERzRJRLPikYbM1PkLIr4w
2144,So Much Love,Ben E. King,0PCpJL0tXxgjE5kbOnj9R0
2154,Landed,Ben Folds,2mroGFLkDF6bALC1YC5iCD
2181,Now And Forever,Bert Kaempfert And His Orchestra,22GfsLvOibRnZFVpUqksuD
2188,Oh My Angel,Bertha Tillman,6WGFdJ3lRB7e0VDNEzpiAh
2214,Getting Mighty Crowded,Betty Everett,0MUli897soECfYgzY3le4i
2326,Get Together,Big Mountain,7Jivh0vTRGrCVOz55GDYJ4
2328,Touch My Light,Big Mountain,1C5sRWpIjF5ZH3c7qQGkSY
2341,Moves,Big Sean,0Fv5N0cHBsl4bzCbollCAS
2378,8 X 10,Bill Anderson,0uDh1Z8oIb2GywbhWExFic
2381,Still,Bill Anderson,0Q7eey8NSPQEQ3ol75UAAx
2384,Blue Tango,Bill Black's Combo,1JjwzvuCVpxNVNlP0YpJnn
2389,Honky Train,Bill Black's Combo,50U3wzVAAZyIwmpewpm2Wh
2390,Josephine,Bill Black's Combo,4bdSSSoJc2uYgQlb6kR1gx
2393,Movin',Bill Black's Combo,7bSXBFSBBW8PPrLDi1p5gl
2394,Ole Buttermilk Sky,Bill Black's Combo,443rW0eSK5mTbkJnzkQ091
2396,So What,Bill Black's Combo,0MRn1CtRPiOMbSOF0mLFre
2397,Tequila,Bill Black's Combo,6OkE1wJHhHftxVDuOMIfhd
2399,Twist-Her,Bill Black's Combo,78iVh8TV4WTvWj0NJFZ9QY
2417,Blip Blop,Bill Doggett,328wGzwVquTqX5m3t1czL0
2418,Hold It,Bill Doggett,5PdawJa5sJXcUKbdkaTYnQ
2427,Brown Eyed Woman,Bill Medley,3BkXscN4HrInxzjOpmAwhb
2506,Let Me Down Easy,Billy Currington,4a6jhlK3Iebetx2yzzeVFf
2615,Fancy Lady,Billy Preston,6xyODOlRUVJq8tpBx7EBXr
2626,Will It Go Round In Circles,Billy Preston,5YLVhkyMsAuYKOKihHJo21
2646,Love Is The Hero,Billy Squier,2yxPjDw5mZUKSbgeq5iRge
2653,Every Day I Have The Blues,Billy Stewart,3M9ecJ710c7RrwqDZhb7mZ
2670,A Swingin' Safari,Billy Vaughn And His Orchestra,39tiEmJyiZnGoNo6u86pLl
2676,Come September,Billy Vaughn And His Orchestra,0a07A6CBRC2tMGxIJFlx7U
2679,Look For A Star,Billy Vaughn And His Orchestra,5z1nDeHjopxz2i3EqmgvAu
2683,The Sundowners,Billy Vaughn And His Orchestra,62RlQEJuKQCVNGx1au7qes
2684,Wheels,Billy Vaughn And His Orchestra,4AFiPm2lpASzrpHAFFyzhC
2690,Forever,Billy Walker,1T5SRm5reEOzwZHrQ6dYFR
2691,Goodnight Irene,Billy Williams,4NR64LgL6Iy8XycwSYMt6F
2693,Nola,Billy Williams,1a8bsYnvZdh1aQ5LHORTo1
2804,Atomic,Blondie,1hO5PM8f3DwiDRkM57cG1b
2806,Dreaming,Blondie,5WHY6S6FO0bdRNd8xYxyAG
2825,D.O.A.,Bloodrock,1Lbd3fzKAnSA4Wmm3Sie9i
2837,Smoke Gets In Your Eyes,Blue Haze,3kiHKOtFYoM3ULlPHNyp7T
2875,Ooh Baby,Bo Diddley,0lp6c7BBYNlDVksKGQqy8X
2886,Harlem Shuffle,Bob And Earl,2wu8vkJHGbjMYvYwsfJLyQ
2897,Can You Please Crawl Out Your Window?,Bob Dylan,1bq1EC1nZUrDNscbrykOUo
2923,The Cheater,Bob Kuban And The In-Men,4YehhvNVDkI2DNwrsR5JJc
2925,Elusive Butterfly,Bob Lind,2JwIXPlU0pP4HvE6OpOoP4
2928,Let's Think About Living,Bob Luman,2KwHEWuvd2JCWVK0oQyLkf
2930,The Mummy,Bob McFadden And Dor,5i9hUhJNOiVxZki2aiZp34
2986,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",2imPYyH0VRBsNAJfrM8B4N
2987,Monsters' Holiday,"Bobby ""Boris"" Pickett And The Crypt-Kickers",3XYbmvGhgbfvlvX8xdCG9u
3006,Do What You Set Out To Do,Bobby Bland,6IfOiaICckt4G402tUcw5F
3047,I Need Help (I Can't Do It Alone) Pt. 1,Bobby Byrd,1dc8NZt0QAUxHh5vXVcv8d
3048,Keep On Doin' What You're Doin',Bobby Byrd,6uy6129YRLjz4uTgwuW4pb
3051,What You Won't Do For Love,Bobby Caldwell,13gAIkmvc3BZ762n4TAzQn
3058,Aladdin,Bobby Curtola,0dXDlyrXUGc8z05e2FJBxB
3062,Baby Face,Bobby Darin,1GiwOMG9LsWAQPV5OziLeL
3066,Child Of God,Bobby Darin,6fVssKMWZYFbiGEB8fvXWJ
3071,Happy,Bobby Darin,7KnWxdB9iD6h0T8GfypGwE
3077,If I Were A Carpenter,Bobby Darin,72ZZ4Fs4RPjeO9Jae9heWB
3085,Multiplication,Bobby Darin,2Nff3m7wldOofrtSIu2n4e
3100,Gotta New Girl,Bobby Day,3tEmwcLXvrJ1fyXGnbn1AS
3103,That's All I Want,Bobby Day,1jTrYKbrbp06g5bscCvXst
3104,"The Bluebird, The Buzzard & The Oriole",Bobby Day,5z2XpeAGsP1hx75fnJAv2U
3108,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,7h7U3OYppI7HpgFqCc2VZ3
3111,Ebb Tide,Bobby Freeman,1WY7BXIynpGEchR5SD0zsQ
3112,Mary Ann Thomas,Bobby Freeman,5CgRZxuJhkGzwG5kId0eZu
3113,Need Your Love,Bobby Freeman,4kJ78p6WhR9hBHB9V0ZAmm
3119,Autumn Of My Life,Bobby Goldsboro,4HcF68pTKLQ3xwIjOIkFVv
3120,Blue Autumn,Bobby Goldsboro,6CZmgScQzoEHpOGFm3Acs7
3121,Broomstick Cowboy,Bobby Goldsboro,75G8fa3d57oG2hPDghjXbh
3129,If You've Got A Heart,Bobby Goldsboro,3tVy4NmB2AYWTvXbfBBeo4
3131,It's Too Late,Bobby Goldsboro,1nnd1TPLTil3hr4YekKP99
3132,Little Things,Bobby Goldsboro,5OuaVW3oX6BJQRFqGxbiwc
3136,Muddy Mississippi Line,Bobby Goldsboro,3X3gk2trUVAIwAqOCmOTkF
3137,See The Funny Little Clown,Bobby Goldsboro,5DBKpf8fFV8pIpqcVdMFdJ
3139,The Straight Life,Bobby Goldsboro,4vaC9C0EfNT8rVfJD4dbmo
3142,Whenever He Holds You,Bobby Goldsboro,3wS2DFx6AUsk6XgociYWwq
3149,Love Me,Bobby Hebb,7phhkZRTB0qOOOjqrUSTtu
3159,What A Walk,Bobby Lewis,2Wqg9kD4PFvwsS6DBuHXKZ
3164,Searching For My Love,Bobby Moore & The Rhythm Aces,0Q25xKgIaiT5JTDCT0qMea
3167,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",2rsg5k0xxGYu21Yn7sLSo4
3180,Cherié,Bobby Rydell,5g1xyxw4ywz3R3XJA3eMtG
3185,Groovy Tonight,Bobby Rydell,6UvzbvGL5SR9OzNnHRSO3i
3190,Kissin' Time,Bobby Rydell,21ZVvnP0MY0EbrOovH0tUp
3192,Little Bitty Girl,Bobby Rydell,0ZqhPLdc7yEv6iADB7no3F
3193,Lose Her,Bobby Rydell,7CfnRph5nnRjGrFydXDQhd
3198,The Cha-Cha-Cha,Bobby Rydell,5u2LEgoJU42OiChNLyKcwt
3199,The Door To Paradise,Bobby Rydell,0nXVebpzuEKRO9GAWApeFi
3200,The Fish,Bobby Rydell,6sCKTC831l1mGMx8W3MllM
3202,We Got Love,Bobby Rydell,5O11gVu4Sm3B7yjQ2rELoY
3203,Wild One,Bobby Rydell,6OJZM84zgpRxRYtBk979xG
3220,I Am Your Man,Bobby Taylor & The Vancouvers,086qiBZmxPjVwig3Yy1o5r
3234,How Many Tears,Bobby Vee,0ZT5QQn5CbmvA2GT51LMuH
3242,Please Don't Ask About Barbara,Bobby Vee,71rgaYJOU03rn2Fme6pefG
3247,Sharing You,Bobby Vee,3kHGVjEiJvjocyVVaaRcFK
3313,Nobody Wants You When You're Down And Out,Bobby Womack,00Qi1pQPiMxsnnlZG2bpTC
3334,Lay Your Hands On Me,Bon Jovi,4oNktvBDV8PNZqZh6MgwZ3
3388,Boot-Leg,Booker T. & The MG's,4DO5yP4K1CDr9oAJSqVs32
3397,Mrs. Robinson,Booker T. & The MG's,110sjHqXPX0EYneVl8t0F2
3401,Something,Booker T. & The MG's,0tpK8quqorBMekZyoR2Aru
3474,Thank You,Boyz II Men,6ACYZAhGmZncJGYaiVUh44
3493,We Were Always Sweethearts,Boz Scaggs,3I29DqemHm7WebL26k8DiH
3541,Word Is Bond,Brand Nubian,3YY5exkjOo9tryHKMu1MbL
3543,Kisses In The Night,Brandon,0wGSi3ATuhhyIk6DiY5A37
3548,Brokenhearted,Brandy,3zeyP0JnzXEx3uZLmpOdtP
3549,Full Moon,Brandy,6QxuZMdsElzjC1NnXUfl8c
3556,Who Is She 2 U,Brandy,4AjSBh7kyp9bcTQu3JbqwG
3617,When I'm Gone,Brenda Holloway,1piPvot1P8tZTCNmdPmGs1
3643,Johnny One Time,Brenda Lee,6Sl718O9BpeoGanTgfd5xV
3644,Just A Little,Brenda Lee,5UCl7gld8lm5qzrJqHcKkK
3669,"So Good, So Right",Brenda Russell,2SnmxZXclFoWAA7Us5kmFt
3677,The Oogum Boogum Song,Brenton Wood,1tffppdVvHZzD0uRdYIxQ1
3693,One Toke Over The Line,Brewer And Shipley,5dAfJMhNe4s7EpsyjZ1k2V
3705,I May Not Live To See Tomorrow,Brian Hyland,0otpfsVHWC3GNQmhxDtoGD
3710,Let Me Belong To You,Brian Hyland,2T1vc825802MIqcCzS28ZG
3715,That's How Much,Brian Hyland,3GsZ363BCLrRYTl5GKcShC
3722,Love Of My Life,Brian McKnight,3PMUAxZb7KVxV4oIa0L4uh
3729,"Someone, Someone",Brian Poole And The Tremeloes,0Ac7nUyHBh5Wg157Azz8UV
3747,Do Somethin',Britney Spears,6QrJGz91vN1dUrdCjiH412
3788,For My Baby,Brook Benton,0vA2yjuwxjwId6qSCdNonr
3791,Hit Record,Brook Benton,1MquSpwIiDshOu7Qb0kHZa
3793,Hotel Happiness,Brook Benton,0MvyDet7cNzk0dIfkX5hAk
3795,I Got What I Wanted,Brook Benton,5cmqwANnY9E0tysfcboJWz
3797,It's Just A Matter Of Time,Brook Benton,4iTmaB2MaSHUxIInn6jhVH
3800,Lie To Me,Brook Benton,4ysh7xO5NJCIx00m1PBZev
3804,My True Confession,Brook Benton,464i03eaiCtNOQqd7Ct7mc
3808,Revenge,Brook Benton,5m7a9PWKku8dzfMmzh1D2A
3809,Shadrack,Brook Benton,2pnHvhLON7sXa7F4VO8hyE
3811,So Many Ways,Brook Benton,4ozgQXooKraDItYcuf5UzM
3812,Someday You'll Want Me To Want You,Brook Benton,2bqXoaSFwWmdkJYvv5ncFM
3813,Still Waters Run Deep,Brook Benton,6bAwKe8VCdieQOCf2az4Pj
3815,The Boll Weevil Song,Brook Benton,7vv2YLbom3Wtwn05rLIUAn
3817,The Same One,Brook Benton,5EH9fnbnQkZBuwPSyn9FMw
3820,This Time Of The Year,Brook Benton,0LGZyw3RxV0pIzeioJNbft
3823,Walk On The Wild Side,Brook Benton,7gsjzloN3dnhFnmOaPEHPs
3858,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,00TVOtOdzKx9iMDRLz9aRc
3874,5 Miles To Empty,Brownstone,0JT8QiD9F9Wt057moaNrAO
3892,If I Had A Rocket Launcher,Bruce Cockburn,5xbH4vXD8x07hcnpWkyXzG
3936,It Will Rain,Bruno Mars,10yukCmBr6fMIwsNiSveP6
3997,Big In Vegas,Buck Owens and The Buckaroos,4fFiqdL5C2MFNs7QtXoIj2
4012,Mr. Lonely,Buddy Greco,6bBsumGDisaxrqZrXH4Hnz
4014,Heartbeat,Buddy Holly,2gZDzVzK9JbWsOrIzUliD4
4015,It Doesn't Matter Anymore,Buddy Holly,6QKoYmaw7qV9RIwqoI2NYP
4016,Raining In My Heart,Buddy Holly,3WKh4fFDbb5zr0ixuh5tos
4021,Lovey Dovey,Buddy Knox,2n8x0h5VlY0qa7mOK3HC0P
4053,Lovey Dovey/You're So Fine,Bunny Sigler,4kUeOk4ahu7glmZtJjrVsO
4056,A Little Bitty Tear,Burl Ives,68KwA6xEaLTFXO8lcCaQy9
4096,Baby Sittin' Boogie,Buzz Clifford,4HioHFy6TTtYRmyY7PpH9y
4114,Love Nwantiti (Ah Ah Ah),CKay,140dx97IbJbQhIMd7AaHeb
4115,LIFTED,CL,15F4bGHoQrlwmbBGTAfcu3
4186,In The Ghetto,Candi Staton,74pQG3aR0heVHo6sy1gCj9
4194,The 81,Candy & The Kisses,30nTKl0xDGt9EQVrAEGJKY
4204,Land Of 1000 Dances,Cannibal And The Headhunters,4V671oKOcpCqAd431DJQ2H
4208,Why? (Am I Treated So Bad),Cannonball Adderley,4vsJejr0UiQDppgqDlQVZe
4216,Come In From The Rain,Captain & Tennille,7bTd8zKuVozHf8NoP4gndZ
4250,"She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton,7KEguG3CDoestm50v6XET5
4255,My Heart Is An Open Book,"Carl Dobkins, Jr.",4oPoduVWqtgmHj7L2aIM9Y
4256,Dance The Kung Fu,Carl Douglas,1XJGRuqfyh9xvBXAVuGD3g
4260,Mona Lisa,Carl Mann,2ywAQ68HPDzo9ECceJ91nZ
4279,Something Good (Is Going To Happen To You),Carla Thomas,0aKIusW96JzOplHUfIiLGU
4282,When Tomorrow Comes,Carla Thomas,5iHkxuTyEOQqqYaRzBDZGn
4290,Call Me Maybe,Carly Rae Jepsen,3YnCaSyJt58i3fEL43SOpX
4326,He's A Bad Boy,Carole King,4RS55pu55qblr1lzHAaKY2
4333,One To One,Carole King,5nI0dG8Div5AApredQ6Z7v
4370,We've Only Just Begun,Carpenters,2CajmyBcmnqTRnAK6HPP8D
4398,Silent Night,Carrie Underwood,4vCxZZrdRp4K9q0PCCS2MS
4416,What Hurts The Most,Cascada,7JfJFcE0H8EhlR4Xx5QxDK
4446,(Remember The Days Of The) Old Schoolyard,Cat Stevens,4lngCeKIDgAiviESawqpDH
4447,Another Saturday Night,Cat Stevens,3ekij6XVw1F5dFX9oLvNU0
4453,Peace Train,Cat Stevens,708Gy72K8MD7z68VAJPWxJ
4456,The Hurt,Cat Stevens,0C9uxPEPuP1rPxUqrM4mMB
4472,Please Love Me Forever,Cathy Jean and The Roommates,6R8lypgBQwLaOBo7mwTjS0
4478,Finally,CeCe Peniston,1V0zsWLBuuEgb5kbkIjO83
4483,Keep On Walkin',CeCe Peniston,5l4LqG5AKeiRH024Bw0Scz
4484,Movin' On,CeCe Peniston,76musPSXXAjgyWuhh6yRnk
4490,Superman,Celi Bee & The Buzzy Bunch,127Kb1znoBzeQgTCMsSPXO
4514,Supernature,Cerrone,3DDgm2immHaFpLAqt2Xwqy
4515,A Summer Song,Chad & Jeremy,48O2UZ18WRwodgj7nCzAC1
4518,From A Window,Chad & Jeremy,171tHCBskbEXQd8AAiBPLH
4521,If I Loved You,Chad & Jeremy,7q9sMQXbIzZcDj0dWOw5sk
4523,Willow Weep For Me,Chad & Jeremy,77g6umwH5sSQBeiJMUGB3a
4524,Yesterday's Gone,Chad & Jeremy,4HavWvHYVvqaN5poUsI1T2
4525,You Are She,Chad & Jeremy,54KvNfslBjcL7CquoByiIx
4564,Hold Tight,Change,4bh0r5EmhGg8bPmoy4KjUK
4565,Paradise,Change,56nRvG4Te0dtmgxnhJBVm7
4566,The Very Best In You,Change,3aTAYTrn7pRUiEfab00DUL
4587,Please Come Home For Christmas,Charles Brown,0j55I9vHZzI6x6yqrSJQ7M
4596,I Can't Believe That You've Stopped Loving Me,Charley Pride,6X6Y0tJ3BERiG1Z6n7XZlk
4620,The Way I Am,Charlie Puth,6qNALlmZa1ESnCxJmXE1K9
4630,Lonely Weekends,Charlie Rich,5Y6wwwEgq5ukoaYi4fKLUS
4705,Living In A House Divided,Cher,1y3ZL9BxbqGhWHUDbBJ8FD
4725,Murphy's Law,Cheri,3wAScndyb3S4tmHXW4Lb81
4739,The One And Only,Chesney Hawkes,1Wu7jxJmbIvUJ2VMdBBB9K
4751,Good Times,Chic,4N3stlRuz5cBNI4J4vDJ18
4817,V. 3005,Childish Gambino,7xE37ctm10lifJZpmFLlX7
4827,Balla Baby,Chingy,2PIqUD7sI5oTf8wcyA8zpo
4842,The Sweetest Thing This Side Of Heaven,Chris Bartley,4XxmUxUxiwdpczszoO4yVN
4923,Land Of 1000 Dances,Chris Kenner,2YphKqaSaSbL1vB8WUS3SX
4933,Some Kinda Fun,Chris Montez,444KcU3lpVKUzRt12q1Tz2
4937,Diamonds,Chris Rea,4pfwloGtpzaRuDYMcg3u3R
4940,Loving You,Chris Rea,5axLPA3Dlvc1JAIkXHLAqq
4988,Not Myself Tonight,Christina Aguilera,1HPgyvtEJ6cARSshjmshHb
5056,"Lovely, Lovely (Loverly, Loverly)",Chubby Checker,5cbVOpAECzRwlkFgd1wypR
5060,She Wants T' Swim,Chubby Checker,6Be0IyyMfaE2XdOyeLHHJc
5063,The Fly,Chubby Checker,0q9KuZKLyaMuum6C8qJGPJ
5068,Twistin' U.S.A.,Chubby Checker,5Kn1PO4WCJlfdLU5j2OaZX
5083,My Ding-A-Ling,Chuck Berry,4LjlazEWwJqbTqwcCbRhqK
5152,Don't Know What You Got (Till It's Gone),Cinderella,6U9ETVGN4e95W6hLEMNrxx
5200,Stormy,Classics IV Featuring Dennis Yost,10PXXFJkoYQuzBdsQWtdTq
5207,Party Lights,Claudine Clark,55FFmEODOB3SHlcwP9OV2A
5256,The Only Way Out,Cliff Richard,6vYrdm9IMOm3q53BSnyzRL
5260,Living Doll,Cliff Richard and The Drifters,3k18vtfnNXGF3cdBJqbtLW
5282,Substitute,Clout,6Emcew1wV588w2hh8SmLiw
5295,Let's Try Again,Clyde McPhatter,46KVqQgrk41NYLLbMjsO9b
5301,Think Me A Kiss,Clyde McPhatter,1PKOM44lXQUUZrlvWvHVjf
5303,You Went Back On Your Word,Clyde McPhatter,1sQSRfGtfFsjWZSPk0ehtt
5308,Love's Made A Fool Of You,Cochise,0vcT13qWuKSfVYelY6aAWa
5333,Atlas,Coldplay,5qVV3IVh4Ir5t9SXJHkq1e
5338,Higher Power,Coldplay,0939D7aT18uBDS2MTjWzct
